id,gid,name,precision,vintage
28425,1434853809,Slam Dunk: Ketsui no Shōhoku Basuke-bu,special,1994-04-09
28414,1937941127,Bang Brave Bang Bravern,TV,
28394,3440986899,Duel Masters Win: Duel Wars,TV,2023-04-02
28393,2399445087,Ple Ple Pleiades 4,ONA,2022-07-05 to 2022-09-27
28392,1941699874,Overlord,movie,
28391,2302477159,Bakugan: Legends,TV,2023-03-01
28388,653601160,Go! Go! Vehicle Zoo,TV,2023-04-02
28365,3535242483,Zatsu Tabi -That's Journey-,TV,
28357,1583951869,Odekake Kozame,TV,2023-07
28336,3522478892,Pon no Michi,TV,2024-01
28307,3044796101,Mourning Children: Nagiko and the Girls Wearing Tsurubami Black,movie,
28306,1149764662,Bucchigiri?!,TV,2024-01
28305,3460982227,Bocchi the Rock!,movie,2024
28262,3047647683,Medalist,TV,
28243,2276705638,Beyblade X,TV,2023-10
28237,1801627697,My New Boss Is Goofy,TV,
28221,3140377721,Trip,movie,1973
28218,2687536516,Umi no Minwa no Machi,TV,2023-12
28195,2973109363,Fudanshi Shōkan: Isekai de Shinjū ni Hameraremashita,ONA 5,2023-05-10 to 2023-05-24
28194,1320455006,Fudanshi Shōkan: Isekai de Shinjū ni Hameraremashita,ONA 4,2022-12-09 to 2022-12-23
28190,572460231,Kyōkai Senki Kyokkō no Sōki,ONA,2023
28178,3195469399,"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill",TV,2024
28140,278548614,Dropkick on My Devil! Apocalypse Arc,special,2023
28100,2104928078,Mamekichi Mameko NEET no Nichijō,TV 2,2023-05-17
28079,1367603736,Yamishibai: Japanese Ghost Stories,TV 11/2023,2023-07
28078,171617504,Oi! Tonbo,TV,2024
28074,1342646939,Yuzuki-san Chi no Yon-Kyōdai,TV,2023-10
28073,1823866567,Do-Over Damsel Conquers the Dragon Emperor,TV,
28071,2674694735,Komada - A Whisky Family,movie,2023-06
28028,2865511545,Ultraman,movie,2024
28019,2874794933,Concierge at Hokkyoku Department Store,movie,2023
28013,1969101683,Oroka na Tenshi wa Akuma to Odoru,TV,
28005,685520976,Bartender Glass of God,TV,2024-04
28002,1795435590,Girls Band Cry,TV,
27976,1875376657,Tying the Knot With an Amagami Sister,TV,
27920,1565389995,Gosu,TV,
27898,2326623458,Gekijōban Sylvanian Families: Freya Kara no Okurimono,movie,2023
27886,2007181815,Den Den no Den Nou Densya,TV,2023-04-12
27881,2478658973,365 Days to the Wedding,TV,
27876,2302051968,Giji Harem,TV,
27861,3213515165,BanG Dream! It's MyGo!!!!!,TV,2023-06-29
27842,3332826824,Mendako no Menmen,ONA,2023-04-08
27824,2871611591,Spy Classroom,TV 2,2023-07
27803,1032790255,[email protected] Cinderella Girls U149,OAV,2023-10-25
27752,1728280897,Pole Princess!!,movie,2023
27739,2774856014,Tokyo Revengers: Tenjiku Arc,TV,
27738,697721271,Quintessential Quintuplets ∽,special,2023-07
27737,3034082562,Cardcaptor Sakura: Clear Card,TV 2,
27728,1546278214,Bikkuri-Men,TV,2023-10
27727,1882651531,Shin Yaranai ka,OAV,
27725,2440978486,Shinmai Ossan Bōkensha,TV,
27712,1978826054,Scott Pilgrim,ONA,
27706,2172558187,Wind Breaker,TV,
27704,2257940655,Bungo Stray Dogs,TV 5,2023-07
27694,2690346979,Block Busters,ONA,2023-03-28
27688,2920464560,Malevolent Spirits: Mononogatari,TV 2,2023-07
27687,2842270204,Gundam Build Metaverse,ONA,2023-10
27675,896144501,Ghost in the Shell: SAC_2045 the Movie Part 2,movie,2023
27659,1473589420,My Life as Inukai-san's Dog,OAV,2023-03-29
27640,2064800105,High Card,TV 2,
27639,1551369674,Devil Is a Part-Timer!!,TV 3,2023-07
27636,2695179942,Rascal Does Not Dream of a Knapsack Kid,movie,
27628,755614463,BLUELOCK -Episode Nagi-,movie,
27626,2968399321,BLUELOCK,TV 2,
27622,926669093,Love Live! Nijigasaki High School Idol Club Next Sky,OAV,2023-06-23
27621,1642689727,My Hero Academia,TV 7,
27620,2190572788,Hypnosis Mic -Division Rap Battle- Rhyme Anima+,TV,2023-10
27619,1105793206,Re:ZERO -Starting Life in Another World-,TV 4,
27618,1641458692,Senpai wa Otokonoko,TV,
27616,950485172,Horimiya: The Missing Pieces,TV,2023-07
27615,3465221421,Demon Lord 2099,TV,
27613,2164782054,Returner's Magic Should Be Special,TV,2023
27609,728836773,To Be Hero X,TV,
27608,2608991063,Yakitori: Soldiers of Misfortune,ONA,2023-05-18
27606,2663950403,Ōoku: The Inner Chambers,ONA,2023-06-29
27605,3014903872,Rinkai!,TV,
27604,2893534228,Ikimono-san,TV,2023-07
27603,1869345792,Sugar Apple Fairy Tale,TV 2,2023-07
27601,2694936994,Jellyfish Can't Swim in the Night,TV,2024
27600,673795021,Villainess Level 99,TV,
27598,1838655206,Quality Assurance in Another World,TV,2024-04
27581,1896300285,Special Kid Factory,TV,2023
27580,397396687,Sakuretsu! Amabie-Hime,TV 2,2023-04-09
27576,3514796111,Urusei Yatsura,TV 2024,2024
27575,2325243166,Captain Tsubasa: Junior Youth Arc,TV,2023-10
27574,2010882721,Eikyū Shōnen Eternal Boys NEXT STAGE,movie,2023-06-09
27573,1234235605,Mask Danshi: This Shouldn't Lead to Love,OAV,2023-10-20
27572,684584951,Kaina of the Great Snow Sea: Star Sage,movie,2023-10
27571,3764500767,KamiErabi GOD.app,TV,2023-10
27569,968168793,Undead Girl Murder Farce,TV,2023-07
27568,1947063224,Metallic Rouge,TV,2024-01
27566,3687163288,Bloody Escape -Jigoku no Kōsōgeki-,movie,2024
27565,2052197332,Given,movie 2023,
27528,1859859906,Sand Land,movie,2023-08-18
27526,1975940685,Aquarion Myth of Emotions,TV,
27525,1764792576,Totto-Chan: The Little Girl at the Window,movie,2023
27523,1997503000,Elusive Samurai,TV,
27522,1270548548,Atelier Ryza: Ever Darkness & the Secret Hideout,TV,2023-07-01
27521,2640625652,[email protected] Shiny Colors,TV,2024-04
27520,1583652388,3-Nen Z-Gumi Ginpachi-Sensei,TV,
27518,2367090862,Fuyu no Okurimono,ONA,2023-03-18
27459,1600100352,Fire Hunter,TV 2,
27443,1711748738,Alya Sometimes Hides Her Feelings in Russian,TV,
27425,2603416293,Otakuchanzu,ONA,2023-03-16
27417,2215758363,"Tsuma, Shōgakusei ni Naru.",TV,
27415,2350546486,Gushing Over Magical Girls,TV,
27403,2492812234,Shaman King Flowers,TV,2024-01
27387,2750622158,YouTuNya,TV,2023-04-04
27385,2678068139,Mahō Tsukai Precure! 2,TV,2024
27384,3897506620,Kibō no Chikara ~Otona Precure 23~,TV,2023-10
27382,1509418192,Petit Cool Doji Danshi Hitokoma,ONA,2023-03-20 to 2023-03-27
27380,1877317288,"100 Girlfriends Who Really, Really, Really, Really, Really Love You",TV,2023
27348,3517116432,Mirage Queen vacances élégantes,OAV,
27347,2275161433,To Your Eternity,TV 3,
27339,665923667,Shitasaki Kara Koi,ONA,2023-03-10
27334,1959997226,COLORs,ONA,2023-03-24
27333,3130882981,Detarame na Sekai no Melodrama,ONA,2023-03-23
27332,2377297509,Neko to Wakai se na,ONA,2023-03-22
27331,2279017664,Himitsu no Hana no Niwa,ONA,2023-03-21
27330,1609629288,Tentai Kansoku,ONA,2023-03-20
27329,2655374223,TOHO animation Music Films,omnibus,
27301,2299671472,Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomari-kai,movie,2023-07-21
27244,3615235562,Sore Shikanai Wake Nai Deshō,TV,2023-03-22
27236,2627967107,Eiga Precure All Stars F,movie,2023-09-15
27234,1910803949,Chibi Godzilla Raids Again,TV,2023-04-01
27230,1946127150,Kawagoe Boys Sing,TV,
27224,1922694895,Surgeon Elise,TV,
27221,3569788530,Pokémon Concierge,ONA,
27220,2083761811,Bosanimal,TV,2023-04-03
27206,2452724970,Hyakushō Kizoku,TV,2023-07-07
27196,2563802097,Mr. Villain's Day Off,TV,
27194,2016622159,I Shall Survive Using Potions!,TV,2023
27193,1763982032,Eminence in Shadow,TV 2,2023-10
27192,2223504970,Yamanaka Sadao ni Sasageru Manga Eiga 'Nezumikozō Jirokichi',movie,2023-03-20
27175,1910937011,Oshiri Tantei Cosmic Front,special,2023-03-18
27167,412481474,That Time I Got Reincarnated as a Slime: Coleus' Dream,ONA,2023
27143,837046303,Untarō Tabimonogatari,ONA,
27141,1042868122,Apothecary Diaries,TV,2023
27140,1968790651,Spicy Candy,ONA,2023-02-14
27133,2142750120,Kuromi's Pretty Journey,ONA,2023-02-17
27132,1857760857,Pluto,ONA,2023
27125,839991529,Ishura,TV,
27118,2456223984,Playthrough of a Certain Dude's VRMMO Life,TV,2023-10
27113,2668466211,Bottom-Tier Character Tomozaki 2nd Stage,TV 2,
27095,2515106594,Resident Evil: Death Island,movie,2023-07-07
27073,1832453917,Dog & The Boy,ONA,2023-01-31
27066,1534829369,Kingdoms of Ruin,TV,2023-10
27065,2834818586,Girl Meets a Boy and a Robot,movie,2022-07-23
27064,2121757648,TAISU Project,movie,
27058,2456869754,Gamera -Rebirth-,ONA,2023
27044,2059518622,Magical Girl Raising Project Restart,TV,
27029,2120259242,"Ensemble Stars!! Tsuioku Selection ""Element""",ONA,2023-04-06
26994,672569083,Blue Archive The Animation,TV,
26982,1556828146,Overtake!,TV,2023-10
26981,1006935414,Dog Signal,TV,2023-10
26966,3298760590,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,TV,
26962,1519428856,Watashi no Hashtag ga Haenakute,ONA,2023-01-18
26950,2222379885,TenPuru,TV,2023-07
26949,1921729077,Rokudo's Bad Girls,TV,2023-04-07
26935,3894284011,Tales of Wedding Rings,TV,2024
26927,1942905182,Shuwawan!,TV,2023-03-22
26926,2419244442,Heart Cocktail Colorful,TV,2023-03-21 to 2023-03-28
26893,1106346963,My Teen Romantic Comedy SNAFU Climax,OAV,2023-04-27
26892,1910448965,My Teen Romantic Comedy SNAFU TOO!,OAV,2016-10-27
26891,2346110293,Girl I Like Forgot Her Glasses,TV,2023-07
26890,2868083335,Whisper Me a Love Song,TV,2024-01
26873,4032123874,Synapusu The Movie,movie,2023
26872,3825406559,Kaii to Otome to Kamikakushi,TV,
26870,2981601736,Nights with a Cat,TV 2,2023-03-08
26855,733192885,Mobile Suit Gundam: The Witch from Mercury,TV 2,2023-04-09
26854,2611959186,Mobile Suit Gundam: The Witch from Mercury - Prologue,special,2022-07-14
26853,623462856,"BASTARD!! -Heavy Metal, Dark Fantasy-: Hell's Requiem",ONA,2023-07-31
26852,3201340932,Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-,TV,2023-04-12
26846,1003926992,"Kyо̄, Watashi no Monogatari ga Hashirimasu.",ONA,2023-01-01
26831,1115750360,Nijiyon Animation,OAV,2023-03-29
26829,1662340938,Soreike! Anpanman Roboly to Pokapoka Present,movie,2023-06-30
26825,2857133486,Zom 100: Bucket List of the Dead,TV,2023-07-09
26819,2102777785,Ryūkyū Timeline 2: Tedako no Machi Tanbō,ONA,2022-02-21
26818,1374512041,Ryūkyū Timeline: Mirai Shōjo to Inishie no Ō,ONA,2021-03-08
26817,2463866507,Vexations of a Shut-In Vampire Princess,TV,2023-10
26816,1174374113,MFINDA,movie,2023-06
26813,1173917355,From North Field,ONA,2019-12-19 to 2020-12-17
26811,3127574837,Henteko na Volunteer,OAV,1993
26810,2404887871,Onegai Twins Tokubetsu-hen ~Relations~,OAV,2014-03-26
26808,3401714122,Onegai Teacher Tokubetsu-hen ~Experience~,OAV,2014-03-26
26805,2058463709,Dogura Magura,OAV,2012-12-21
26804,1608654027,Rakka-sei,ONA,2021-01-09
26802,1826495445,Kiyoneko,ONA,2022-12-04
26801,2173511405,Kamigawa: Kagayakeru Sekai,ONA,2022-02-16
26799,2086133380,Dōshitemo Eto ni Hairitai 2,TV,2020-10-06 to 2020-12-29
26798,1360567791,Zoku Zō no Senaka -Baton Touch-,OAV,2009-02-27
26787,1783909467,16bit Sensation: Another Layer,TV,
26785,3073619437,Tōsōchū: The Great Mission,TV,2023-04-02
26784,871554748,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai,TV,2023-02-04
26773,3397102042,Turkey!,TV,
26772,1657855151,Brown and Friends,ONA,2022-12-29
26771,2434244007,Bleach: Thousand-Year Blood War,TV 2,2023-07-08
26770,2505021258,Otamatoon,ONA,
26769,1824045309,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,TV 2,
26765,2585649611,Ora mo Minna 30-shūnen Anibashiri SP,special,2022-12-24
26764,609439729,Tenchi Muyo! GXP Paradise Starting,OAV,2023-05-26 to 2023-10-26
26759,1842341874,Seiyū Radio no Ura Omote,TV,
26756,2086543886,Reincarnated as a Sword,TV 2,
26749,839184191,Futari-bun no Shōmei,ONA,2022-12-23
26747,2751448683,SPY×FAMILY Code: White,movie,2023-12-22
26746,3159329496,Spy×Family,TV 3,2023-10
26745,2440516396,Ron Kamonohashi: Deranged Detective,TV,
26741,2708405589,Jōkaku Gattai Oshirobots,ONA,2022-12-17
26740,375829771,Arknights: Perish in Frost,TV,
26739,1464678042,Yozakura-san Chi no Daisakusen,TV,2024
26738,2188239989,Pocket Monster Mezase Pokémon Master,TV,2023-01-13
26737,1665201242,Pokémon Horizons: The Series,TV,2023-04-14
26734,2845577325,Space Idol,ONA,2023-01-26
26733,1240107864,Firefighter Daigo: Rescuer in Orange,TV,2023-10
26728,1667586146,Unnamed Memory,TV,2023
26727,870862516,SSSS.Dynazenon,movie,2023-03-10
26726,2926612294,SSSS.Gridman,movie,2023-01-20
26725,1308619249,I'm in Love with the Villainess,TV,2023-10
26721,1831455222,Nintama Rantaro,TV 31,2023-04
26720,2437153883,ChroNoiR Episode.0,ONA,2023
26717,2566916990,Shin Jigen! Crayon Shin-chan The Movie,movie,2023-08-04
26712,3200633656,2.5 Dimensional Seduction,TV,
26705,1741182406,AI no Idenshi,TV,2023-07-07
26701,1567440122,Haikyu!! Special Feature! The Spring Tournament of Their Youth,OAV,2017-08-04
26700,2112954105,Meitantei Conan Haibara Ai Monogatari: Kurogane no Mystery Train,movie,2023-01-06
26694,1957352574,Hello Kitty: Super Style!,ONA,2022-12-07
26693,323815403,"Go, Go, Loser Ranger!",TV,
26687,3908144528,Compass 2.0 Combat Providence Analysis System,TV,2025
26686,2479481015,Compass,ONA,2018-08-22
26685,766313793,Rascal Does Not Dream of a Sister Venturing Out,movie,2023-06-23
26683,1031380642,Saint Seiya: Knights of the Zodiac,ONA 3,2023
26682,2485254122,Kimi no Iro,movie,2023
26681,1563885740,Beyblade Burst QuadStrike,ONA,2023-04-03
26679,422466971,City Hunter The Movie: Angel Dust,movie,2023
26678,694148443,Hidarikiki no Eren,TV,
26672,2099149319,My Instant Death Ability is So Overpowered,TV,
26669,2889346220,Acro Trip,TV,2024
26668,2019775603,Phoenix: Eden17,ONA,2023
26667,789564148,Dragons of Wonderhatch,ONA,2023
26663,1194486019,Detective Conan: Kurogane no Submarine,movie,2023-04-14
26661,1861325197,Soaring Sky! Pretty Cure,TV,2023-02-05
26654,1212197360,Stella of the Theater: World Dai Star,TV,2023-04-09
26652,2357519516,Pole Princess!!,ONA,2022-12-23 to 2023-04-03
26639,3812891630,Blue Archive Short Animation beautiful day dreamer,ONA,2022-11-22
26635,1300837567,Yomawari Neko,TV,2023-03-20 to 2023-03-27
26591,2289646530,Yumemiru Danshi wa Genjitsushugisha,TV,2023-07
26588,2215646894,Bullbuster,TV,2023
26587,447609533,Liar Liar,TV,2023-07-08
26584,3552821576,Yo-kai Watch ♪ Jibanyan VS Komasan Monge Daikessen da Nyan,special,2023-01-13
26581,2852389261,"Bye Bye, Earth",TV,
26571,95035889,My Clueless First Friend,TV,2023-04-02
26567,1822864686,Dead Mount Death Play,TV,2023-04-10
26558,2618367549,KADO: Beyond Information,movie,2018-05-01
26557,2860250494,Zen - Grogu and Dust Bunnies,ONA,2022-11-12
26556,2699872314,Kizuna no Allele,TV,2023-04-03
26555,2543917272,Weakest Tamer Began a Journey to Pick Up Trash,TV,2024
26554,1828417651,Marginal Service,TV,2023-04-11
26553,3044140899,That Time I Got Reincarnated as a Slime,TV 4,2024-04
26552,2326310203,i☆Ris the Movie -Full Energy!!-,movie,2024
26548,1428560726,Uma Musume Pretty Derby: Road to the Top,ONA,2023-04-16
26547,2176642488,Uma Musume Pretty Derby Season 3,TV 3,2023
26537,3047675313,Butt Detective,TV 6,2023-04
26536,2028487309,I Was Reincarnated as the 7th Prince,TV,
26534,2245512806,Busu ni Hanataba o,TV,
26531,2772864680,Aikatsu! 10th Story ~Mirai e no Starway~,movie 2023,2023-01-20
26528,3634233930,My Daughter Left the Nest and Returned an S-Rank Adventurer,TV,
26524,1784113461,Banished From The Heroes' Party,TV 2,
26523,1539667989,Yu Yu Hakusho: Opening & Ending Encyclopedia,OAV,1995-10-20
26519,1252908234,Campfire Cooking in Another World with My Absurd Skill,TV,2023-01-10
26508,1587346497,Berserk of Gluttony,TV,2023
26507,1466998591,Most Heretical Last Boss Queen: From Villainess to Savior,TV,2023-07
26503,1806082066,Polar Bear Café,ONA,2022-10-26
26502,1488204850,An Archdemon's Dilemma - How to Love Your Elf Bride,TV,
26496,2203187477,Ayaka: A Story of Bonds and Wounds,TV,2023-07
26494,1468251139,Hokkaido Gals Are Super Adorable!,TV,2023
26493,1908847247,FLAGLIA,TV,2023-01-16
26491,1571926073,Lupin Zero,ONA,2022-12-16
26481,2760188875,Laid-Back Camp,TV 3,
26480,2245048411,Buddy Daddies,TV,2023-01-06
26479,2753155092,Roly Poly Peoples,ONA,2022-10-21
26478,402693771,Feast of Amrita,movie,2023-05-26
26477,3555670828,Songoku Flies Over Silk Road,special,1982-06-17
26476,1789154598,Tsuyokute New Saga,TV,
26473,2070079553,Heavenly Delusion,TV,2023-04-01
26472,1525768591,Kenkо̄ Takarabune Sukoyaka 7,ONA,2022-10-14
26466,2623809729,Story of a Small Senior in My Company,TV,2023-07
26464,1680651316,"Bolt, Bu Yamerutteyo",movie,2022-11-09
26456,1852089804,Fūfu Kōkan: Modorenai Yoru,TV,2023-07
26454,223398221,Shūmatsu Train Doko e Iku?,TV,
26438,2700916531,Girl & Her Guard Dog,TV,2023-10
26429,1406841583,Love Live! Superstar!!,TV 3,
26421,1702617654,Mushrambo,OAV,2008-09-21
26418,2875716111,Penpe to Pinpi,ONA,2022-10-09
26417,2380446877,Mezame no Hakobune,OAV,2005-05-24
26416,3627758754,Hoshikuzu Telepath,TV,2023-10
26414,2921948148,Great Cleric,TV,2023-07
26410,1995487281,Guardy Girls,movie,2022-10-14
26407,4057361503,Evangelion: 3.0 [-46h],OAV,2023-03-08
26406,2768619396,Shy,TV,2023
26404,2584989732,Ghost Cat Anzu,movie,
26402,1900801660,KJ File,TV 2,2023-01-08
26401,2633610588,Kingdom,TV 5,2024-01
26400,1282017570,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV,TV 5,2023-01-05
26399,3107808779,Revenger,TV,2023-01-05
26396,2242151972,Giant Beasts of Ars,TV,2023-01-06
26395,1401008720,Too Cute Crisis,TV,2023-04-07
26393,1581565276,Sorcerous Stabber Orphen -Chaos in Urbanrama-,TV,2023-01-18
26389,3828355554,Oni: Thunder God's Tale,ONA,2022-10-21
26386,2383764131,Way of the Househusband,ONA 3,2023-01-01
26385,2212189454,My Daemon,ONA,
26384,3023300885,Onimusha,ONA,
26383,1720555197,Onmyōji,ONA,2023
26381,4051577396,UniteUp!,TV,2023-01-07
26380,2485697681,My Love Story With Yamada-kun at Lv999,TV,2023-04-01
26378,1975710717,Fate/strange Fake -Whispers of Dawn-,special,2023-07-01
26375,2911084027,Eisen Flügel,movie,
26373,3379791710,Berserk: The Golden Age Arc - Memorial Edition,TV,2022-10-01 to 2022-12-24
26372,2112139847,ATRI: My Dear Moments,TV,2024
26361,527274610,Lupin III vs. Cat's Eye,movie,2023-01-27
26357,1502338202,Tokyo Mew Mew New,TV 2,2023-04-04
26354,2565503576,Yōjo Shachō R,TV,2023
26353,3436708045,Nijiyon Animation,TV,2023-01-06
26340,1090702999,Rent-A-Girlfriend,TV 3,2023-07
26339,2138537504,"Girlfriend, Girlfriend",TV 2,2023-10
26338,2343135130,Delicious Party Precure: Watashi dake no Oko-sama Lunch,movie,2022-09-23
26336,2598155660,Mecha-Ude,TV,
26335,1425883972,Synduality: Noir,TV,2023-07-10
26334,2406517445,Frieren: Beyond Journey's End,TV,2023-10
26333,3775908030,Mamekichi Mameko NEET no Nichijō,TV,2022-10-03
26327,2303674426,Azur Lane Queen's Orders,OAV,2023-07-27
26325,1623754642,Arifureta - From Commonplace to World's Strongest,TV 3,
26324,1925025571,Girl Who Leapt Through Space,OAV,2009-01-06 to 2009-06-30
26323,1247409754,BOY's LOVE Nitro+CHiRAL,ONA,2017-04-01
26322,1257303816,Akubi Girl,TV,2006-04-02 to 2006-09-24
26321,3893295985,Seaside-sō no Aquakko,special,2019-04-01
26320,820304265,Hinomaru!,TV,2017-07-05 to 2018-06
26319,2636464667,"Nenbutsu Monogatari: Shinran-sama - Negai, Soshite Hikari",OAV,2008-03-20
26318,2039375432,"Sagashita no wa Oheya, Mitsuketa no wa Mirai",ONA,2013-12-31
26317,1711852420,Toki: Kono Hoshi no Mirai wo Mitsumete,special,2003-12-20 to 2003-12-27
26316,1907686632,Pochi Hana,movie,2016-12-02
26315,1287482297,Ensemble Stars!! 5th Anniversary Animation PV,ONA,2021-04-12
26314,1190721670,Wandaba Style - Mix Juice no Tsukurikata,OAV,2003-08-28
26313,891994200,GUNbare! Game Tengoku: The Game Paradise 2,OAV,1998-03-19
26312,1909683146,Tokyo 7th Sisters Longing for Summer Again and Again: Harukaze,OAV,2017-04-19
26311,1966105759,Blue Archive: 1.5th Anniversary Short Animation,ONA,2022-07-16
26310,3378442720,Code:Breaker,OAV,2012-12-17
26309,1823273846,Game Tengoku: The Game Paradise!,OAV,1997-06-06
26308,1068672724,Mukidashi No Mitsuko,ONA,2006-12
26307,1947746505,"Keiken Zumi na Kimi to, Keiken Zero na Ore ga, Otsukiai Suru Hanashi",TV,2023
26303,3366903092,Dekoboko Majo no Oyako Jijō,TV,2023-10
26301,1201094554,BEASTARS,TV 3,2024
26300,3001991446,Café Terrace and Its Goddesses,TV,2023-04-07
26298,670521833,"Chibiham, Juicy & Me",movie,2022-09-24
26297,1577109887,Am I Actually the Strongest?,TV,2023-07
26294,2208556583,Rose of Versailles,movie 2022,
26293,2543981524,Sylvanian Families: Flare no Happy Diary,TV,2022-10-06
26291,2349040114,Sylvanian Families: Mini Story Peony,TV,2020-10-01 to 2020-12-17
26290,729348972,Sylvanian Families: Mini Story Clover,TV,2019-10-03 to 2019-12-19
26289,3265240871,Sylvanian Families: Mini Story Ivy,TV,2018-10-03 to 2018-12-19
26288,1711391319,Sylvanian Families: Mini Story,TV,2017-10-07 to 2017-12-23
26286,2049813846,Tearmoon Empire,TV,2023-10
26284,3388822960,Stand My Heroes: Warmth of Memories,OAV,2023-05-24
26283,1403851031,Ancient Magus' Bride,TV 2,2023-04-06
26282,2658135389,Gekijōban Collar×Malice Deep Cover,movies,2023-05-26
26257,2149679968,"Konyaku Haki Sareta Reijō o Hirotta Ore ga, Ikenai Koto o Oshiekomu",TV,2023-10
26253,3078336638,PuniRunes,TV,2022-10-02
26250,1845228473,Undead Unluck,TV,2023-10
26244,2096982098,Ahare! Meisaku-kun Ryūgūchū-hen,ONA,2022-08-26
26243,1703948134,Gudetama: An Eggcellent Adventure,ONA,2022-12-13
26235,2154524300,Romantic Killer,ONA,2022-10-27
26234,456234181,I Got a Cheat Skill in Another World,TV,2023-04-03
26233,1941998218,Tsurune: The Linking Shot,TV,2023-01-04
26232,2182468825,Witch and the Beast,TV,
26231,3943400732,Tekken: Bloodline,ONA,2022-08-18
26230,3049527603,One Punch Man,TV 3,
26226,1172011465,Psycho-Pass Providence,movie,2023-05-12
26225,1151446547,Sk8 the Infinity,TV 2,
26224,1814711435,Sk8 the Infinity,OAV,
26218,3454403270,Haikyu!! Final,movies,
26209,1952684550,Magical Revolution of the Reincarnated Princess,TV,2023-01-04
26208,3127964566,Harem Camp!,TV,2022-10-02
26206,2937900882,"Danjo no Yūjō wa Seiritsu Suru? Iya, Shinai!!",TV,
26195,849243248,Delicious in Dungeon,TV,2024-01
26194,1649440281,Chickip Dancers,TV 2,2022-09-27
26193,970258650,Ranking of Kings: The Treasure Chest of Courage,TV,2023-04-13
26192,3248044011,Onna no Sono no Hoshi,OAV,2022-12-08
26190,2137439107,Rising of the Shield Hero Season 3,TV,2023-10
26189,2755690463,Tower of God,TV 2,
26186,3180628797,"Reborn as a Vending Machine, I Now Wander the Dungeon",TV,2023-07-05
26184,1339876413,MIX Season 2,TV 2,2023-04-01
26180,2469398296,Sweet Reincarnation,TV,2023-07
26178,1465659780,Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,TV,2023-04-02
26176,2448115248,Kaiju No. 8,TV,2024
26169,3466015281,Spaceman X ~Sugoi Uchū Daibōken~,movie,2023
26168,1014915786,Dangers in My Heart,TV,2023-04-01
26162,601746905,Digimon Adventure 02 The Beginning,movie,2023-10-27
26160,2510737837,Futsal Boys!!!!!,OAV,2022-09-28
26156,2093090864,Ganbare! Choshu-kun,TV,2022-08-01
26147,1333572258,Dark Gathering,TV,2023-07-09
26145,2249859308,"Umi Da! Funade Da! Nikoniko, Pun",movie,1989-01-04
26144,3825074778,"Nikoniko, Pun",TV,1988
26137,2986891447,"Saving 80,000 Gold in Another World for My Retirement",TV,2023-01-07
26123,2360501864,Days With My Stepsister,TV,
26120,1391851819,Sasaki and Peeps,TV,
26119,2889851804,Detective Is Already Dead,TV 2,
26105,2572617559,Ohiru no Shocker-san,TV 3,2022-08-04
26099,2378045118,Nanashi Kaidan,TV,2022-08-08 to 2022-08-19
26097,2618017193,Chillin' in My 30s after Getting Fired from the Demon King's Army,TV,2023-01-07
26088,2058489559,Breaking The Wall,ONA,2022-08-19 to 2022-09-24
26081,725483928,Duel Masters Win,TV,2022-09-04
26075,3128432885,Entanime,ONA,2022-07-19
26074,2302084111,Highspeed Etoile,TV,2024
26073,351655599,Aru Asa Dummy Head Mike ni Natteita Ore-kun no Jinsei,TV,2022-10-12
26065,2363730701,Eiga Delicious Party♡Precure Yume Miru ♡ Okosama Lunch,movie,2022-09-23
26062,1430027239,No Longer Human...In Another World,TV,
26053,2122532355,Hirano and Kagiura,movie,2023-02-17
26052,4055523752,Sasaki and Miyano: Graduation,movie,2023-02-17
26046,3135893065,Henkei Shoujo,ONA,2017-04-27 to 2017-10-24
26045,2133343403,Fluffy Paradise,TV,2024
26035,2607179805,Ani ni Tsukeru Kusuri wa Nai!,TV 5,2022-07-29
26034,2224148610,Fudanshi Shōkan: Isekai de Shinjū ni Hameraremashita,ONA 3,2022-07-08 to 2022-07-22
26033,2818450719,Kaguya-sama: Love is War -The First Kiss That Never Ends-,movie,2022-12-17
26032,2435896495,Shangri-La Frontier,TV,2023-10
26027,3947140958,Obake Zukan!,TV 2,2022-10-05
26025,2240381296,Doraemon the Movie 2023: Nobita's Sky Utopia,movie,2023-03-03
26018,2375740148,Why Raeliana Ended Up at the Duke's Mansion,TV,2023-04-10
26002,3120645597,Tomo-chan Is a Girl!,TV,2023-01-04
26000,3542532714,Solo Leveling,TV,2024-01
25997,482651366,Mashle: Magic and Muscles,TV,2023-04-07
25992,3048215882,Saga of Tanya the Evil: Operation Desert Pasta,special,2021-06-19
25969,2575449432,First Slam Dunk,movie,2022-12-03
25953,1475709419,Harem in the Labyrinth of Another World,OAV,2022-11-25
25952,3230741282,Sakuretsu! Amabie-Hime,TV,2022-07-02
25951,3110892713,tale of outcasts,TV,2023-01-08
25949,729912165,Turtle's Shell Is a Human's Ribs,movie,2022-07-03
