id,plot_summary,num_episodes,title
23508,"Noir is the son of a minor noble with very little to his name other than a job offer–which is canceled before he can even start his first day. He does possess one rare trait, though: the magical ability to consult with a great sage, even if using the skill gives him terrible headaches. Unsure of what his future holds, he accesses the sage for advice on how to move forward and is directed to a secret dungeon filled with rare beasts and magical items. It is here that Noir will train, compiling experience and wealth, until he's powerful enough to change his fate. <em class=de-emphasized>(from manga)</em>",,Hidden Dungeon Only I Can Enter
23505,"Diablo, Shera and Rem return embarking on a new journey. While testing a spell, Diablo recuses a young girl who is involved with the Church. Now caught up in these events he travels to Zircon Tower City. There he must uncover the truth behind the scene and enter the dungeon he personally created all the while trying to maintain his Demon Lord persona.",,How NOT to Summon a Demon Lord Omega
23504,"Hidekichi Matsumoto spends her daily life with her dog and cat. The dog is energetic and playful, while the cat is a loner and often acts cold. Episodes center on an aspect of Hidekichi's daily life and how the dog and cat each experience it.",,"With a Dog AND a Cat, Every Day is Fun"
23503,"Nasa meets a ""generally cute"" girl named Tsukasa on the day of his high school entrance exams, and immediately falls in love with her. Nasa confesses his feelings, but her response is that she will only go out with him if they get married. Years later, on Nasa's 18th birthday, she suddenly appears to get married. Thus begins Nasa's newlywed lifestyle. <em class=de-emphasized>(from manga)</em>",,TONIKAWA: Over The Moon For You
23497,"An academy on an island in unnavigable waters. There, students trained tirelessly to fight back against the enemies of humanity. Nana, a student newly transferred there, also sets out with the intention of eradicating all enemies of humankind. <em class=de-emphasized>(from manga)</em>",13,Talentless Nana
23492,"Third-year junior high school student Yosuke Yotsuya is a reasonable kid but he doesn't have any friends. Suddenly, Yosuke is blown away into another world. Now the guy who avoided fights with his female classmates and loved being alone is supposed to be a hero, somehow. <em class=de-emphasized>(from manga)</em>",12,"I'm Standing on 1,000,000 Lives."
23487,"After causing serious trouble on his Tokyo middle school's powerhouse volleyball team, Kimichika Haijima moves to his mother's hometown in Fukui where he spent his childhood, and reunites with his childhood friend Yuni Kuroba. The two grow as an ace duo but clash at their final middle school prefectural tournament and went on to their local Seiin High School without speaking to each other. With their arrival, the weak boys' volleyball team aims for nationals.",,2.43: Seiin High School Boys Volleyball Team
23484,"Yoshihito lives by himself, has no girlfriend, and no job. To make ends meet, he rents out a room in his attic. He meets a somewhat ridiculous girl named Lili Ryu who is looking for work, and offers his room as a place for her to stay. While showing her the room, the two of them are suddenly attacked by a vampire, and Lili transforms to defend them. Thus Yoshihito gets inducted into the world of mysterious creatures that exists alongside our own.",,Journal of the Mysterious Creatures
23475,"In Heaven's Animal Design Department, designers create a variety of new animals daily while contending with the unreasonable requests of their client: God. <em class=de-emphasized>(from manga)</em>",,Heaven's Design Team
23465,"Keyarga is a healer who is used and tossed around by his fellow adventurers on the assumption that healers cannot fight on their own. However, when he achieves the ultimate healing magic, and ""heals"" the world itself, he goes back four years to redo his life. <em class=de-emphasized>(from manga)</em>",,Redo of Healer
23383,"Cat Eyed Boy is shunned by humans for being too monstrous and shunned by demons for being too human. He travels Japan, taking up uninvited residence in the attics of unsuspecting families but wherever he goes, something frightening and tragic is bound to occur - sometimes Cat Eyed Boy intervenes on behalf of the victims and sometimes he merely observes. Amongst the demons he encounters are the 1000 Hand Monster, the Tsunami Summoners, Meatball Monster, Insect Man, Shadow Boy and the Band Of One Hundred Monsters. <em class=de-emphasized>(from manga)</em>",,Cat Eyed Boy
23371,"Shinichi Sakurai's one wish is for a little peace and quiet. But Hana Uzaki –his boisterous, well-endowed underclassman–has other plans. All she wants is to hang out and poke fun at him. With the help of her chipper charm and peppy persistence, this might just be the start of a beautiful relationship. <em class=de-emphasized>(from manga)</em>",12,Uzaki-chan Wants to Hang Out!
23370,"In the town of Lindworm where monsters and humans coexist, Dr. Glenn runs an exemplary medical clinic for monster girls with his lamia assistant, Sapphee. Whether receiving a marriage proposal by a centaur injured in battle, palpating the injury of a mermaid, or suturing the delicate wounds of a flesh golem, Dr. Glenn performs his job with grace and confidence. <em class=de-emphasized>(from manga)</em>",12,Monster Girl Doctor
23366,"Long ago, there was a war between Kanto and Kansai and the world was split apart. Kansai became a vassal state of Kantou, and as developed in its own peculiar way. However, the power of the government and the police is waning, and crime is widespread. These criminals are called ""akudama."" As these akudama gather together in one place, their aesthetics will clash and an ordinary girl will be caught up in their world of crime.",,Akudama Drive
23365,"High school student Akira Natsume's brain is saved when he is involved in a traffic accident, and it later becomes part of an advanced weapon. Akira cooperates with the police's EX-ARM countermeasure division in order to regain his lost memories and body. <em class=de-emphasized>(from manga)</em>",,EX-ARM
23362,"Princess Syalis is trying to get a good night's sleep. Long ago in olden times when people and demons lived together in disharmony, a demon king kidnapped a human princess and imprisoned her in his castle. Bereft, the princess's subjects beat their chests in anguish until a hero arises to the rescue. While she waits for her knight in shining armor, the princess decides to wile away the long hours by sleeping, if it weren't for her pesky insomnia. <em class=de-emphasized>(from manga)</em>",12,Sleepy Princess in the Demon Castle
23359,"Rimuru gets hold of a diary and decided to write down the light hearted day to day happenings in his daily life as a slime with his companions, including having a festival and going to the beach.",,Slime Diaries
23301,"Taito Masaki is making his way to the island nation of Grazia, so as to find out what happened to his father, who left years ago in search of a dream. On the way there via boat, Taito gets involved in hunting down a missing soldier who's become maddened by an experimental drug called ""Rabbit"". This marks the beginning of Taito discovering the truth behind his father, ""Rabbit"", & how they both relate to Klaus Daggats, Grazia's ""God of Fighting"", who lives in his own Spiral Palace, filled with warriors from around the world.",13,Shinken Densetsu Tight Road
23300,"One summer day, Shirō's older childhood friend Akane returns to Minami Shimabara from Tokyo. Shirō and Akane take a stroll around Minami Shimabara with another longtime friend, Tokiya. While these friends are dealing with nostalgia and more complex feelings, a mysterious creature named Goron suddenly appears before them. This encounter with a mere little creature causes great events to unfold once more in this city.",4,Kyoshin to Hyōka no Shiro
23299,"Kōichi is a tall player in his high school basketball team. He is whisked away to another world while masturbating. There, he arrives in a kingdom of giants, and is asked by the kingdom's first prince to be his bride and bear his child. <em class=de-emphasized>(from manga)</em>",9,Titan's Bride
23297,"Keiichi Maebara has transferred from the city to the village of Hinamizawa that lies deep in the wilderness. The village was spared from a plan to build a dam that would have sunk it under a lake, and it is now surrounded by nature and following its ancient customs. Keiichi makes new friends there and lives an ordinary life. But once a year, Hinamizawa village celebrates its festival, Watanagashi, and with it Keiichi's calm days are over, and a chain of unending tragedy begins",,Higurashi: When They Cry – GOU
23278,"The daughters of Sesshomaru and Inuyasha set out on a journey transcending time. In feudal Japan, half-demon twins Towa and Setsuna are separated from each other during a forest fire. While desperately searching for her younger sister, Towa wanders into a mysterious tunnel that sends her into present-day Japan, where she is found and raised by Kagome Higurashi's brother, Sota, and his family. Ten years later, the tunnel that connects the two eras has reopened, allowing Towa to be reunited with Setsuna, who is now a Demon Slayer working for Kohaku. But to Towa's shock, Setsuna appears to have lost all memories of her older sister. Joined by Moroha, the daughter of Inuyasha and Kagome, the three young women travel between the two eras on an adventure to regain their missing past.",,Yashahime: Princess Half-Demon
23273,"Yota Narukami is a student focused only on his college entrance exams. During his last summer break of high school, he is approached by a girl named Hina who says she is the god of omniscience. She tells him that in thirty days, the world will end. At first Yota doesn't believe her, but after she demonstrates supernatural predictive abilities, he becomes convinced her power is genuine. Hina, meanwhile, decides for some reason to stay at his house, and they begin a tumultuous vacation facing the end of the world together.",12,Day I Became a God
23264,"Mankai Company is a far cry from its glory days as an all-male theater. With only one member left and debt collectors at the door, it’s no wonder Izumi Tachibana finds herself in over her head when she boldly confronts the Yakuza’s loan sharks, promising to bring her father’s theater back into the spotlight.",,A3! Season Autumn & Winter
23262,"One day, the life of middle-aged Japanese businessman Ryoma Takebayashi came to a rather sudden and disappointing end. Ryoma had never had a blessed life, but after his death, three great gods sought his cooperation and reincarnated him as a child in another world with swords and magic. Receiving a most cordial and divine welcome from the gods, Ryoma decides to live leisurely on his own in the forest for the time being. Working diligently at magic and hunting, Ryoma's greatest passion comes to be researching his tamed slimes. Training a variety of slimes (some newly discovered), the curtain rises on this easygoing life fantasy celebrating a second life with kind people in another world. <em class=de-emphasized>(from manga)</em>",,By the Grace of the Gods
23261,"Koguma is a high school girl in Yamanashi. She has no parents, friends, or hobbies, and her daily life is empty. One day, Koguma gets a used Honda Super Cub motorcycle. This is her first time going to school on a motorcycle. Running out of gas and hitting detours become a small source of adventure in Koguma's life. She is satisfied with this strange transformation, but her classmate Reiko ends up talking to her about how she also goes to school by motorcycle. One Super Cub begins to open up a lonely girl's world, introducing her to a new everyday life and friendship.",,Super Cub
23260,"Mitsugu Bamba is a high school girl who finds meaning in donating blood. She frequently visits a blood bank to donate blood, despite being harshly treated by the nurse. One day, she encounters a beautiful girl who looks like she's from overseas at the blood bank. The pale girl looks like she's about to faint any minute, but then, she starts destroying the blood bank. The girl loses consciousness and Mitsugu takes her home.",,Vladlove
23174,"For years, a great war has raged on between the scientifically advanced Empire and a paradise of witches known as the Nebulis Sovereignty. This age-old battle sets the scene for a fateful encounter between two young combatants: an imperial swordsman, Iska, and the witch princess, Aliceliese. As sworn enemies, they vow to cut each other down in order to unite their worlds, and yet Iska finds himself entranced by her beauty and righteousness, while Aliceliese is moved by his strength and resolve. In the midst of a never-ending war that forbids them from being together, they have no choice but to destroy each other-or find another way. <em class=de-emphasized>(from manga)</em>",,Our Last Crusade or the Rise of a New World
23132,"All the top bands like Plasmagica, SHINGANCRIMSONZ, Mashumairesh, and more are back in Midi City for an epic encore. But it's not all fun and games. This all-star battle of the bands is set to feature their cutest—*ahem*—toughest competition yet.",,Show By Rock!! Stars!!
23127,"Fifteen-year-old Yuna prefers staying home and obsessively playing her favorite VRMMO game to doing anything else, including going to school. When a strange new update gives her a one-of-a-kind bear outfit that comes with overpowered abilities, Yuna is torn: the outfit is unbearably cute, but too embarrassing to wear in-game. But then she suddenly finds herself transported into the world of the game, facing down monsters and magic for real, and the bear suit becomes her best weapon. <em class=de-emphasized>(from manga)</em>",,Kuma Kuma Kuma Bear
23090,"With world domination nearly in their grasp, the Supreme Leaders of the Kisaragi Corporation-an underground criminal group turned evil megacorp-have decided to try their hands at interstellar conquest. A quick dice roll nominates their chief operative, Combat Agent Six, to be the one to explore an alien planet...and the first thing he does when he gets there is change the sacred incantation for a holy ritual to the most embarrassing thing he can think of. But evil deeds are business as usual for Kisaragi operatives, so if Six wants a promotion and a raise, he'll have to work much harder than that. For starters, he'll have to do something about the other group of villains on the planet, who are calling themselves the ""Demon Lord's Army"" or whatever. After all, this world doesn't need two evil organizations. <em class=de-emphasized>(from manga)</em>",,Combatants Will Be Dispatched!
23089,"The Republic of San Magnolia has been attacked by its neighbor, the Empire. Outside the 85 districts of the Republic there is the 'non-existent 86th district,' where young men and women continue to fight. Sheen directs the actions of young suicide bombers, while Lena is a “curator” who commands a detachment from a remote rear. <em class=de-emphasized>(from manga)</em>",11,86
23083,"Rai wakes up from 820-years long sleep and starts his new life as a student in a high school founded by his loyal servant, Frankenstein. But his peaceful days with other human students are soon interrupted by mysterious attackers known as the ""Unions"". <em class=de-emphasized>(from manga)</em>",13,Noblesse
23082,"The Kaiju of the ULTRAMAN series, are not just enemies defeated by the heroes. Each has their own special powers, looks, and characteristics which make them all unique. These characters are popular along with the Ultra Heroes. The main characters of “KAIJU STEP” are the “little Kaiju”. The characters are designed as though the popular Kaiju in the ULTRAMAN series have become little kids. The story is set in the “little planet” where the unique “little Kaiju” try new things, meet new friends and portray each of their little “first steps”",,Kaiju Step Wandabada
23073,"Sorawo has been exploring the strange dream-like world she calls the Otherside ever since she stumbled upon it during her days as an urban explorer, but her most recent trip has gotten her into serious trouble. That's when she meets Toriko, a strange young woman searching the Otherside for her missing friend. Toriko helps Sorawo out of her predicament, and Sorawo falls into helping Toriko in her mission. But each journey into the Otherside brings strange new dangers and skills, and Sorawo isn't sure that the search is worth it. <em class=de-emphasized>(from manga)</em>",,Otherside Picnic
23068,"It is said that if you manage to climb to the top of the Tower of God, any wish will be granted. Rachel can't bear to live in darkness anymore and so, despite her friend Bam's wishes, she opens the door to the Tower to begin her ascent. Bam, in despair, follows her, only to learn that ascending the Tower isn't as easy as just walking up stairs. A strange creature named Headon tells him that he will have to pass tests to prove his worth, the first of which is evading a steel eel and breaking a black orb. Aided by Princess Yuri of Jahad and her companion Evan, Bam gains the magic sword Black March and is able to move on to the second floor. Rachel can't be all that far ahead – but it may cost him to pursue her.",12,Tower of God
23067,"One day, ""Pillars"" appeared on earth and became a threat to all life. The sudden appearance of a god called Odin was the only reason humanity survived. His method of fighting the Pillars was to grant flight via mechanical ""hero wings"" to chosen beautiful young girls called Valkyries. After many years, humanity's battle against the Pillars continues in the sky, with women fighting in their battle wings with men as their support staff. Japan is no exception, and when a Pillar appears on Mt. Fuji, three Valkyries confront it. They are joined by an ace pilot from Europe to continue the counterattack as Ragnarok grows ever closer.",,Warlords of Sigrdrifa
23060,"The spinoff is set in a parallel world known as ""Shin Jigen"" (""Shin Dimension""). The titular Shin-men team is composed of five heroes with supernatural powers symbolized by fire (Gō), water (Sui), wind (Hyū), greenery (Nyoki), and iron (Kan). Together, they fight against their enemy, the evil pigs of Ton-Men.",13,Shin-men
23047,"Fumi is an assistant at a well-known city salon. She receives strict training from Sōsuke, the beautician she admires, but every time he touches her, it stirs something inside her. One day after closing shop, Sōsuke is serving as shampooing practice for Fumi, and she accidentally splashes him with water. Fumi thought that he would get mad, but instead he pulls Fumi toward him and asks Fumi why she doesn't want him to touch her. He flashes a mischievous smile and sees right through her, before starting to trace his finger over her body.",8,Crazy Over His Fingers
23036,"Things are getting back to normal for Soma and his friends, but that doesn't mean there's a break for them. Exams are looming, a suspicious new teacher shows up, and the BLUE competition is on the horizon.",,Food Wars! Shokugeki no Soma: The Fifth Plate
23033,"A group of historic writers use their special abilities to rescue books that have been cursed by the “Taints,” an evil force.",,Bungo and Alchemist -Gears of Judgement-
23028,"Upon the conclusion of the Vanguard High School Koshien, Kouji Ibuki begins to have new nightmares. Nome Tatsunagi has Suiko summon him to the mansion where they learn he can see a Dark Tower called Sanctuary. Sanctuary is causing the timeline to be altered throughout history, and the only way to correct it is for Kouji to first correct his future mistake. Now Kouji and Suiko must travel the parallel world -if- and watch as Magical Girls Emi Sendou and Shuka summon Vanguard units to help correct history. Sadly the two can't help much as Cardfighting against real monsters doesn't do much good.",25,Cardfight!! Vanguard Gaiden if
23008,"In a post-apocalyptic future that has been torn apart by shadowy creatures known as the Earless, humanity's heroes are the Players, who pilot mecha known as Equipment to battle their inhuman enemies while earning fame and fortune to boot. Echo is a young tech-head who dreams of working amongst the Players and their Equipment, going so far as to build a makeshift mecha of his own, but he has long since resigned himself to life in the destitute scrap-heaps that cover so much of the world, now. That is, until he discovers an amnesiac named μ (or “Mu”) who has a mechanical port in her back that is the telltale sign of a Player. The pair become fast friends, and they vow to use their skills to fight for the world and defeat The Earless.",,Listeners
22999,"The story centers on the cats Hopi, Toto, and Mao, who set out on the ocean in search of a place to establish a new town. The three friends plan to find the mysterious ""Island of Stars."" When they happen to chance upon it, they immediately get to work developing the island, but encounter many difficulties in their task.",26,Hoshi no Shima no Nyanko
22993,It's been a year since Shiroe and his friends were trapped in Akiba due to the Catastrophe. Their forging of the Round Table has brought order and prosperity to its people. But fracturing political alliances and the constant menace of the Genius monsters threaten to destabilize all they've fought for and built.,12,Log Horizon: Destruction of the Round Table
22980,"The incredibly wealthy Daisuke Kanbe audaciously solves cases in unconventional ways. Kanbe is assigned to the ""Modern Crimes Task Unit"" — a unit created to keep problematic officers away from others. There, Kanbe becomes partners with Katō.",11,Millionaire Detective - Balance: UNLIMITED
22976,"Taichi is in fifth grade and preparing for a summer camping trip when a large-scale network malfunction occurs. Taichi's mother and his younger sister Hikari get stuck on a train that won't stop moving, and Taichi heads to Shibuya in order to help them. However, on his way there, he encounters a strange phenomenon that sweeps him up into the Digital World along with the other DigiDestined.",,Digimon Adventure:
22975,"Rikuo has graduated from college, but has zero ambition or direction and works in a convenience store. A strange high-school dropout, Haru, keeps coming around with her pet crow. Rikuo still has a crush on his senior Shinako, who is beginning a teaching career, and who shows up in the store one day. Rikuo's relationships with the girls, and his feelings about his life, keep changing as the story evolves, bringing in other important characters—Rikuo's co-worker, the coworker's sister, and a childhood friend of Shinako's, etc. <em class=de-emphasized>(from manga)</em>",18,"Sing ""Yesterday"" for Me"
22964,"Nodoka Hanadera encounters a magical ""healing animal"" named Rabirin, sent from the Healing Garden, a world which protects the earth and has been attacked by the Byogens, who seek to spread disease and destroy the earth. With Rabirin's help, Nodoka becomes a Pretty Cure and alongside her friends and their Healing Animal companions, fights to protect the earth from the Byogens.",,Healin' Good Precure
22963,"Peter Grill is an adventurer and the ""strongest man in the world."" While he has a girlfriend named Luvilia with whom he sworn to spend the rest of his life, Luvilia still believes that babies are delivered by storks, and in the two years since their relationship began, Peter and Luvilia has not progressed beyond holding hands. In the meantime, various other women, such as two ogre twins and an elf, all want him so that they can bear strong children. Peter has to avoid all manner of temptation and plots, all while feeling guilty toward Luvilia. <em class=de-emphasized>(from manga)</em>",12,Peter Grill and the Philosopher's Time
22958,"The Kingdom of Hortensia is a world power thanks to its two main territories, Carmellia and Olivier, serving as its sword and shield. Until a revolt rumbles through Carmellia. The development threatens to upend Hortensia and the arrival of monsters only make it worse.",,Hortensia Saga
22957,"A mysterious man who goes by Back Arrow appears, equipped only with the knowledge that he is from beyond the Wall. To the people of Edger village and Lingalind, this comes as a surprise, as the Wall is the guiding force and protection of their lives. Back Arrow sets out on a journey to seek the truth, all while battling with himself.",,Back Arrow
22954,"Adachi and Shimamura, two young women who attend the same high school, are inseparable friends. Whether playing table tennis, chatting about favorite TV shows, or just relaxing together, they're happy to share their days. When Adachi's friendship turns into romantic attraction, the relationship begins to change, one day at a time. <em class=de-emphasized>(from manga)</em>",,Adachi and Shimamura
22947,"District 3 is home to an unusually high number of pets, with many homes and even businesses having a resident cat or dog. Most of them know each other well, so they often hang out with each other when their humans aren't around. Tama is one such pet: a cat with a bad habit of getting lost.",11,Uchitama?! Have you seen my Tama?
22944,"Negative human emotions - regret, bitterness, shame - are the source of all curses that infest the world and hide in everyday life, leading to death in the worst cases. Yuji Itadori, a particularly strong young man, attempts to save a friend from a curse, only to wind up consuming the special grade curse of Ryoumen Sukuna's finger. With this curse now sharing his body, he is mentored by the curse expert Satoru Gojo to transfer to the Tokyo Metropolitan College of Arts and Science, which specializes in curses. Only a curse can eliminate another curse, and Yuji's career as a cursed person who must exorcise curses has now begin.",,Jujutsu Kaisen
22942,"Modern society is lost when a mysterious light leaves everyone petrified in stone. Thousands of years in the future, super genius Senku awakens and begins restoring civilization with his Kingdom of Science. Now as he sets down blueprints for a smartphone in the stone world, Tsukasa and his Empire of Might prepare for the upcoming war.",,Dr. Stone: Stone Wars
22938,"31-year-old Uramichi Omota has two sides to his personality. He appears as the young man in charge of physical exercises on the educational program ""Maman to Together."" Although he has a fresh and upbeat demeanor on the show, he is actually a bit emotionally unstable. <em class=de-emphasized>(from manga)</em>",,Life Lessons with Uramichi-Oniisan
22935,"Tiara a princess, wants to be a witch and enrolls the academy her sister graduated from, against her sister's wish. In the academy Tiara, keeping her identity hidden, joins a group i the verge of getting expelled and together will learn how to use magic as they try to become idols of the academy and avoid expulsion.",12,Lapis Re:LiGHTs
22934,"Nijigasaki High School is known for their diverse subjects and the freedom they give to students. Second-year student Yu Takasaki has been turned on to the charms of school idols, so she knocks on the door of the School Idol Club with her friend, Ayumu Uehara. Sometimes friends, sometimes rivals, the members of this club each contribute their own thoughts and motivations to the group.",,Love Live! Nijigasaki High School Idol Club
22933,"In Japan, the lonely have a new way out — online services that rent out dads, children, even girlfriends. When Kazuya's true love dumps him, he's just desperate enough to try it, and he's shocked at how cute and sweet his rental girlfriend turns out to be. But she wants to keep their ""relationship"" a secret, and there's a complication, she goes to his university, their grandmothers are in the same home, and they live next door to each other. Then Kazuya finds out she's not nearly as nice in ""real life."" <em class=de-emphasized>(from manga)</em>",12,Rent-A-Girlfriend
22924,"In the 21st century, the existence of animal-humans came to light after being hidden in the darkness of history. Michiru lived life as a normal human, until one day she suddenly turns into a tanuki-human. She runs away and takes refuge in a special city area called ""Anima City"" that was set up 10 years ago for animal-humans to be able to live as themselves. There Michiru meets Shirō, a wolf-human who hates humans. Through Shirō, Michiru starts to learn about the worries, lifestyle, and joys of the animal-humans. As Michiru and Shirō try to learn why Michiru suddenly turned into an animal-human, they unexpectedly get wrapped up in a large incident.",,BNA: Brand New Animal
22923,"After a successful audition, high school student Kotono Nagase and her best friend move into a dorm with eight other aspiring idols. They quickly realize it takes more than cute choreography and cute outfits to reach the top—it will take blood, sweat, and tears to advance in the idol-ranking VENUS program, where the top spot is held by superstar Mana Nagase…who happens to be Kotono's older sister.",,Idoly Pride
22921,"Male college student Kazushi Sudō and his childhood friends, the Shirakawa sisters, end up bathing together. <em class=de-emphasized>(from manga)</em>",8,Overflow
22910,"The world of Gatepia was once a wasteland, until a goddess arrived and summoned the many mystical Gates that are now scattered all over, including the Big Gate at its center. For ages, companies of adventurers have gone into the Gates, slain the monsters called muja inside, and retrieved the kirakuri that powers their society. Minato's father was one the President of Kibou Company, but he has since departed for the Big Gate. Yutoria, Minato's childhood friend, is the secretary of Kibou Company, and is so certain that Minato would make for a perfect new President that she doesn't give him much of a choice when she recruits him for the job. Now it is this one-time NEET's duty to lead his new employees and find a way to reverse Kibou Company's ailing fortunes.",,"Shachibato! President, It's Time for Battle!"
22908,"Figure skater Kensei Maeshima stopped his career when he met rival Reo Shinozaki. Some years after, Maeshima, now a high schooler, uses his physical talent to help other clubs with various activities, while never committing to any one thing. One day, he sees a press conference where Shinozaki announced that he was shifting from single skating to ""skate-leading."" After that, he met a boy named Hayato Sasugai, who knew of Maeshima's single skating career. Sasugai invites Maeshima to the world of skate-leading, or competitive team-based skating.",,Skate-Leading Stars
22906,"Though she enjoys her peaceful life in the countryside, Howan dreams of music stardom, and gets the chance to achieve her dream when she passes the audition for a music competition in the big city. Meanwhile, the guitarist Himeko is equally passionate about music, but feels uncomfortable having been placed in a band with two other young artists. Under the glittering lights of Midi City, these two musicians will meet for the first time, and discover together what they could never reach alone.",12,Show By Rock!! Mashumairesh!!
22905,"On Earth in the near future, mankind was on the verge of destruction from an attack by a mysterious life form called the Huge. The whole world united together against this threat, using magic and science to create weapons called Charms. Around the world institutions known as Gardens raise girls called Lilies to wield these weapons. Riri Hitotsuyanagi managed to pass the exam to enter the prestigious Garden known as Yurigaoka Girls' School. She entered in an attempt to find Yuyu Shirai, a girl who rescued her in her past.",,Assault Lily Bouquet
22904,"At a school for animals, the students' curricula centers on the idea of ""survival of the fittest."" The lone human in the class (who hates animals) and the lone wolf girl in the class meet, and their nonsense academy life begins. <em class=de-emphasized>(from manga)</em>",13,Seton Academy: Welcome to the Pack
22902,"After a third World War that killed a third of the human population, history as we know it came to an end at the hands of women. In this new age, rather than fighting using traditional weapons, people use a special microphone that attacks the human spirit called a ""Hypnosis Mic."" Lyrics uttered on this microphone act on the human nervous system and can produce altered states. Rap battles are now the main way to establish dominance as gangs of men fight in the districts of Tokyo to defend their territory.",13,Hypnosis Mic -Division Rap Battle- Rhyme Anima
22900,"Kakushi Goto is a weekly manga artist known for ecchi action titles like Balls of Fury and Tights in the Wind, but he decided when his daughter Hime was born that he would be mortified if she ever found out, so he has always disguised his true occupation from her. To that end he leaves home in a business suit every day, only to change on the way to the apartment he uses as a studio. Only when Hime turns 18 will she be allowed to learn the truth. But that means there are several close calls as she is growing up.",12,Kakushigoto
22721,"In the distant future, the human population has been decimated fighting the mysterious creatures known as Gadoll. The few survivors band together to build a mobile fortress known as Deca-Dence, from which they can mount their resistance to the enemy. Natsume has wanted to be a soldier since she was a child, but she is instead sent to work under the apathetic armorer Kaburagi. One day, however, they become embroiled in a battle with the Gadoll while working, and Natsume witnesses Kaburagi take down one Gadoll after another.",12,Deca-Dence
22612,"Stunk, a human, and Zel, an elf, are two adventurers who enjoy frequenting brothels. They write reviews of their experiences, which are posted at the local tavern, and others find them quite informative in helping decide what species to have sex with, making the duo a lot of money. With their newfound source of income, Stunk, Zel and Crim, a fallen angel the pair rescued, endeavor to have sex with women of every species in the world.",,Interspecies Reviewers
22611,"Four 19-year old women - Fubuki, Rin, Mafuyu, and Nayuta - are trying to become comedians, diligently honing their routines while working part-time jobs. With the philosophy that ""laughter makes people happy, and if everyone is happy, I'm happy,"" they aim to take the stage at the renowned Nanba Grand Kagetsu Hall. For now, they settle for working their way up from the bottom doing shows in Shibuya.",12,Maesetsu! Opening Act
22609,"Mira is a girl who dream of joining the astronomy club once she got into high school, after meeting a man and promising to discover new asteroids when she was younger. But the high school she got into had abolished its astronomy club the year before she enrolled, and it has now been combined with the earth sciences club. <em class=de-emphasized>(from manga)</em>",,Asteroid in Love
22606,"An unknown invader known as the ""Kiseichū"" invades Earth and begins robbing people of the source of their erotic ""H energy,"" robbing them of the will to live. Retto Enjō, a high school boy, joins the hero organization HxEros, and alongside four beautiful high school girls, will save the Earth from the alien threat. <em class=de-emphasized>(from manga)</em>",12,"SUPER HXEROES: ""H""EROES SAVE THE WORLD"
22604,"First-year high school student Ino Sakura heads to Tokyo to pursue becoming an idol. She teams up with fellow Nezumi Dorm residents — unpopular former child actor Roko, musician Hayu, and model Nina — to form the new idol unit Fruit Tart. These dropout idols get back on their feet and enter the world of show business to prevent their dorm from being demolished. <em class=de-emphasized>(from manga)</em>",12,Dropout Idol Fruit Tart
22589,"A 34-year-old virgin NEET who is kicked out of his house when he runs out of money. He's regretting his life when he's suddenly killed in a traffic accident, and he's reborn in another world full of swords and sorcery. As a newborn baby, he resolves to live his life without regrets and make the best of his knowledge from his previous life. While developing his skills in magic, he meets a small girl who is a magic tutor, and a beautiful quarter-elf with green hair. <em class=de-emphasized>(from manga)</em>",11,Mushoku Tensei: Jobless Reincarnation
22588,"Tohru Honda continues her life with the Soma family. They get along happily and learn and grow together, but underneath everything is the taint of the Soma curse. Tohru is also finding her own reasons to want the curse broken. Many members of the Soma family are also fighting to break the curse as time grows short and the need to break free becomes more and more desperate.",,Fruits Basket 2nd Season
22587,"Through a second student council term, the antics of Kaguya Shinomiya and Miyuki Shirogane continue as they try to make the other party confess their love first.",12,Kaguya-sama: Love is War Season 2
22586,"Lloyd is a novice adventurer whose dream is to discover “true strength” in the capital he's always admired, despite growing up with neighbors who always considered him weak. He departs his hometown, which just so happens to be located right next to one of the most dangerous dungeons in the world. Lloyd may think of himself as powerless, but when he goes to the city that serves as the starter town for adventurers, the difference between him and everyone else couldn't be starker. <em class=de-emphasized>(from manga)</em>",,Suppose a Kid From the Last Dungeon Boonies Moved to a Starter Town
22583,"Ordinary office lady Azusa Aizawa died due to overwork. For that reason, when she finds herself reborn as an immortal witch with the appearance of a 17-year-old, she decides to live an easy-going life. Her main source of income is collecting magic stones that drop off the slimes that live in the nearby forest and selling them at the nearby village's guild. After doing this for the last 300 years, she's unknowingly become a level 99 witch, the most powerful of all. <em class=de-emphasized>(from manga)</em>",,I've Been Killing Slimes for 300 Years and Maxed Out My Level
22581,"Once upon a time, there was a witch named Elaina, who set off on a journey across the world. Along the way, she would meet all kinds of people, from a country full of witches to a giant in love with his own muscles—but with each meeting, Elaina would become a small part of their story, and her own world would get a little bit bigger. <em class=de-emphasized>(from manga)</em>",12,Wandering Witch - The Journey of Elaina
22570,"Hina is an indoor-oriented girl who likes crafts and moves to a seaside town to continue with her high school education. She meets upperclassman Kuroiwa as she walks along an embankment and joins the mysterious ""Embankment Club."" Hina dislikes sea creatures, but she fishes with her fellow club members and eats their catches. She gradually starts to appreciate the appeal of the ocean. <em class=de-emphasized>(from manga)</em>",12,Diary of Our Days at the Breakwater
